identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
20183466,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,21.0,2018
20183488,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2018
20183515,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,19.0,2018
20183520,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,20.0,2018
20183523,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2018
20183524,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,7,21.0,2018
20183525,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2018
20183540,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20183581,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,22.0,2018
20183594,F,IVOIRIENNE,D,BIEN,NON,8,19.0,2018
20183603,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20183612,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2018
20183614,M,IVOIRIENNE,BT GESTION DE PRODUCTION,ASSEZ-BIEN,NON,1,21.0,2018
20183632,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2018
20183667,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2018
20183689,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,3,23.0,2018
20183706,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2018
20183746,M,IVOIRIENNE,D,BIEN,NON,3,21.0,2018
20183768,F,IVOIRIENNE,C,BIEN,NON,4,19.0,2018
20183777,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20183803,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,20.0,2018
20183814,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2018
20183822,F,IVOIRIENNE,F3,PASSABLE,NON,23,22.0,2018
20183848,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,23.0,2018
20183849,F,IVOIRIENNE,D,BIEN,OUI,1,21.0,2018
20183860,M,IVOIRIENNE,A1,BIEN,NON,1,19.0,2018
20183880,M,IVOIRIENNE,B,PASSABLE,NON,1,21.0,2018
20183896,M,IVOIRIENNE,C,BIEN,NON,5,20.0,2018
20183949,M,IVOIRIENNE,D,BIEN,NON,1,21.0,2018
20183950,M,IVOIRIENNE,BT MAINTENANCE VEHICULES ET ENGINS,ASSEZ-BIEN,NON,1,21.0,2018
20183975,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20183982,M,IVOIRIENNE,C,PASSABLE,NON,9,21.0,2018
20183983,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,13,18.0,2018
20183997,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,24.0,2018
20184073,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,21.0,2018
20184081,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,22.0,2018
20184087,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2018
20184146,M,IVOIRIENNE,BT COMPTABILITE,ASSEZ-BIEN,NON,1,21.0,2018
20184156,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,24,23.0,2018
20184167,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2018
20184177,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,23.0,2018
20184187,M,IVOIRIENNE,C,PASSABLE,NON,14,22.0,2018
20184200,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,21.0,2018
20184206,F,IVOIRIENNE,D,TRES BIEN,NON,1,18.0,2018
20184208,F,IVOIRIENNE,C,PASSABLE,NON,5,19.0,2018
20184222,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,23,20.0,2018
20184231,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,18,22.0,2018
20184237,M,IVOIRIENNE,B,PASSABLE,NON,9,23.0,2018
20184262,M,IVOIRIENNE,D,BIEN,OUI,1,22.0,2018
20184268,M,IVOIRIENNE,B,PASSABLE,OUI,7,22.0,2018
20184272,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,21.0,2018
20184292,M,IVOIRIENNE,A2,BIEN,NON,1,20.0,2018
20184321,M,IVOIRIENNE,D,BIEN,NON,2,21.0,2018
20184328,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,21.0,2018
20184330,M,IVOIRIENNE,D,BIEN,NON,5,20.0,2018
20184333,M,IVOIRIENNE,F7,ASSEZ-BIEN,NON,2,20.0,2018
20184338,F,IVOIRIENNE,F1,PASSABLE,NON,4,19.0,2018
20184347,M,IVOIRIENNE,F1,PASSABLE,NON,11,20.0,2018
20184350,M,IVOIRIENNE,C,BIEN,NON,4,22.0,2018
20184412,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,23,20.0,2018
20184437,F,IVOIRIENNE,B,PASSABLE,NON,1,22.0,2018
20184484,F,IVOIRIENNE,B,PASSABLE,NON,2,19.0,2018
20184509,F,IVOIRIENNE,D,PASSABLE,NON,12,21.0,2018
20184516,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,20.0,2018
20184523,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2018
20184527,M,IVOIRIENNE,B,PASSABLE,OUI,2,22.0,2018
20184579,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,21.0,2018
20184583,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2018
20184620,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2018
20184666,M,IVOIRIENNE,B,ASSEZ-BIEN,OUI,1,23.0,2018
20184680,M,IVOIRIENNE,D,BIEN,NON,1,18.0,2018
20184691,M,IVOIRIENNE,F1,PASSABLE,NON,15,19.0,2018
20184699,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20184729,F,IVOIRIENNE,A1,BIEN,NON,2,20.0,2018
20184762,M,IVOIRIENNE,B,PASSABLE,OUI,1,23.0,2018
20184826,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20184831,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,23.0,2018
20184842,M,IVOIRIENNE,C,BIEN,NON,2,19.0,2018
20184871,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2018
20184873,M,IVOIRIENNE,D,BIEN,NON,5,23.0,2018
20184902,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,3,21.0,2018
20184932,M,IVOIRIENNE,C,BIEN,NON,6,20.0,2018
20184989,M,IVOIRIENNE,D,PASSABLE,NON,3,21.0,2018
20185062,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2018
20185069,M,IVOIRIENNE,C,BIEN,NON,15,20.0,2018
20185116,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,20.0,2018
20185142,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20185155,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,22.0,2018
20185176,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,19.0,2018
20185183,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2018
20185225,F,IVOIRIENNE,C,BIEN,NON,8,21.0,2018
20185232,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,23.0,2018
20185237,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,13,20.0,2018
20185245,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2018
20185260,F,IVOIRIENNE,C,BIEN,NON,1,19.0,2018
20185274,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,21.0,2018
20185321,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2018
20185333,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,25,19.0,2018
20185350,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,21.0,2018
20185380,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20185411,M,IVOIRIENNE,C,BIEN,NON,10,19.0,2018
20185439,M,IVOIRIENNE,C,BIEN,NON,7,22.0,2018
20185448,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,19.0,2018
20185504,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,20.0,2018
20185569,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2018
20185617,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,21.0,2018
20185622,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,23.0,2018
20185630,F,IVOIRIENNE,D,BIEN,NON,25,21.0,2018
20185631,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2018
20185750,M,IVOIRIENNE,E,PASSABLE,NON,10,23.0,2018
20185760,F,IVOIRIENNE,C,BIEN,NON,2,20.0,2018
20185768,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,20.0,2018
20185804,M,GUINEENNE,G2,ASSEZ-BIEN,NON,1,24.0,2018
20185854,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,4,20.0,2018
20185864,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,24.0,2018
20185881,M,BENINOISE,F2,ASSEZ-BIEN,NON,1,22.0,2018
20185887,M,IVOIRIENNE,A2,BIEN,NON,1,20.0,2018
20185949,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,2,23.0,2018
20186006,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2018
20186037,M,IVOIRIENNE,D,BIEN,OUI,1,22.0,2018
20186069,M,IVOIRIENNE,F3,PASSABLE,NON,8,21.0,2018
20186097,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,20.0,2018
20186143,F,IVOIRIENNE,BT COMPTABILITE ET COMMERCE,ASSEZ-BIEN,NON,1,21.0,2018
20186200,F,IVOIRIENNE,D,BIEN,NON,6,21.0,2018
20186221,M,IVOIRIENNE,D,BIEN,NON,1,20.0,2018
20186246,F,IVOIRIENNE,A1,BIEN,NON,11,20.0,2018
20186255,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2018
20186303,M,IVOIRIENNE,BT CONTROLE QUALITE,PASSABLE,NON,8,22.0,2018
20186343,F,IVOIRIENNE,C,ASSEZ-BIEN,OUI,1,21.0,2018
20186382,M,NIGERIANNE,D,BIEN,NON,1,20.0,2018
20186439,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2018
20186490,M,IVOIRIENNE,B,PASSABLE,NON,4,21.0,2018
20186495,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,23.0,2018
20186541,M,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2018
201935,M,IVOIRIENNE,F1,ASSEZ-BIEN,OUI,4,20.0,2019
201937,M,IVOIRIENNE,C,PASSABLE,NON,2,19.0,2019
201938,M,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2019
201939,M,IVOIRIENNE,BT MAINTENANCE MECANIQUE,ASSEZ-BIEN,NON,2,25.0,2019
201950,M,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
201955,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,20.0,2019
201957,M,IVOIRIENNE,C,BIEN,NON,7,19.0,2019
201961,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
201962,M,IVOIRIENNE,C,PASSABLE,NON,20,19.0,2019
201963,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
201978,M,IVOIRIENNE,C,BIEN,NON,3,19.0,2019
201979,F,IVOIRIENNE,A1,BIEN,NON,1,18.0,2019
201987,M,IVOIRIENNE,D,BIEN,OUI,2,19.0,2019
201988,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,16.0,2019
201989,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
201995,F,IVOIRIENNE,C,PASSABLE,NON,12,19.0,2019
201998,M,IVOIRIENNE,D,BIEN,NON,3,20.0,2019
2019106,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
2019110,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
2019111,M,IVOIRIENNE,C,PASSABLE,NON,5,19.0,2019
2019116,M,IVOIRIENNE,E,PASSABLE,NON,17,20.0,2019
2019122,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,20.0,2019
2019123,M,IVOIRIENNE,D,BIEN,OUI,1,19.0,2019
2019128,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
2019130,M,IVOIRIENNE,F7,PASSABLE,NON,1,24.0,2019
2019137,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
2019154,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
2019156,F,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2019
2019159,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,19.0,2019
2019160,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,21.0,2019
2019161,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,19.0,2019
2019162,M,IVOIRIENNE,C,PASSABLE,NON,11,20.0,2019
2019171,F,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
2019172,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2019
2019178,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2019
2019179,M,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2019
2019183,M,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2019
2019187,M,IVOIRIENNE,F1,ASSEZ-BIEN,NON,2,19.0,2019
2019191,M,IVOIRIENNE,C,PASSABLE,NON,2,19.0,2019
2019196,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,18.0,2019
2019197,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,20.0,2019
2019198,F,IVOIRIENNE,A1,BIEN,NON,4,18.0,2019
2019201,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
2019202,M,IVOIRIENNE,C,BIEN,NON,2,18.0,2019
2019203,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
2019205,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,19.0,2019
2019207,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,19.0,2019
2019208,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,18.0,2019
2019214,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,20.0,2019
2019215,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,19.0,2019
2019217,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
2019218,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
2019224,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
2019229,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
2019232,M,IVOIRIENNE,C,PASSABLE,NON,11,19.0,2019
2019237,M,IVOIRIENNE,C,PASSABLE,NON,5,21.0,2019
2019241,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2019
2019245,M,IVOIRIENNE,E,PASSABLE,NON,1,19.0,2019
2019249,M,IVOIRIENNE,C,PASSABLE,NON,18,19.0,2019
2019256,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,1,19.0,2019
2019260,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,19.0,2019
2019264,M,IVOIRIENNE,F1,ASSEZ-BIEN,NON,4,20.0,2019
2019270,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,18.0,2019
2019271,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,19.0,2019
2019272,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019286,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
2019291,M,IVOIRIENNE,F1,PASSABLE,NON,10,19.0,2019
2019302,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,17,19.0,2019
2019304,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,13,20.0,2019
2019305,M,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2019
2019315,M,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2019
2019320,M,IVOIRIENNE,C,PASSABLE,NON,29,20.0,2019
2019326,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
2019327,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
2019330,F,IVOIRIENNE,C,PASSABLE,NON,16,20.0,2019
2019337,M,IVOIRIENNE,D,BIEN,NON,9,19.0,2019
2019338,M,IVOIRIENNE,C,PASSABLE,NON,11,20.0,2019
2019344,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2019
2019347,M,IVOIRIENNE,C,PASSABLE,NON,10,18.0,2019
2019348,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,3,18.0,2019
2019357,M,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
2019363,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,18.0,2019
2019369,M,IVOIRIENNE,D,BIEN,NON,8,19.0,2019
2019373,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,3,18.0,2019
2019375,M,IVOIRIENNE,BT CHANTIER GROS OEUVRE,ASSEZ-BIEN,NON,10,23.0,2019
2019376,F,IVOIRIENNE,B,PASSABLE,NON,5,22.0,2019
2019377,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,23.0,2019
2019390,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019392,M,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
2019423,M,BENINOISE,S,ASSEZ-BIEN,NON,10,18.0,2019
2019427,F,IVOIRIENNE,C,PASSABLE,NON,17,19.0,2019
2019429,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,19.0,2019
2019431,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,21.0,2019
2019434,M,IVOIRIENNE,C,PASSABLE,NON,10,22.0,2019
2019436,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,21.0,2019
2019437,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,23.0,2019
2019448,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,15,19.0,2019
2019463,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,20.0,2019
2019465,F,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
2019469,M,IVOIRIENNE,F7,PASSABLE,NON,2,19.0,2019
2019471,F,IVOIRIENNE,D,BIEN,NON,1,20.0,2019
2019476,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019483,M,IVOIRIENNE,D,BIEN,NON,5,19.0,2019
2019489,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
2019490,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,10,19.0,2019
2019494,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
2019495,M,IVOIRIENNE,C,PASSABLE,NON,2,19.0,2019
2019496,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,20.0,2019
2019505,M,IVOIRIENNE,F2,BIEN,NON,2,19.0,2019
2019512,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
2019514,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
2019515,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,9,20.0,2019
2019521,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2019
2019523,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,2,22.0,2019
2019525,M,IVOIRIENNE,C,PASSABLE,NON,4,21.0,2019
2019532,F,IVOIRIENNE,C,PASSABLE,NON,7,20.0,2019
2019534,M,IVOIRIENNE,G2,BIEN,NON,2,19.0,2019
2019543,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,7,19.0,2019
2019545,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
2019549,M,IVOIRIENNE,E,PASSABLE,NON,14,20.0,2019
2019552,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,6,19.0,2019
2019558,F,IVOIRIENNE,D,BIEN,NON,1,21.0,2019
2019562,M,IVOIRIENNE,C,PASSABLE,NON,2,20.0,2019
2019566,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,18.0,2019
2019567,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019570,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
2019571,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,26.0,2019
2019573,M,IVOIRIENNE,C,PASSABLE,NON,3,18.0,2019
2019574,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2019
2019581,M,RWUANDAISE,A1,BIEN,NON,1,19.0,2019
2019582,F,IVOIRIENNE,C,PASSABLE,NON,3,17.0,2019
2019598,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,21.0,2019
2019600,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,20.0,2019
2019602,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
2019604,M,IVOIRIENNE,C,PASSABLE,NON,9,19.0,2019
2019607,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,25,19.0,2019
2019608,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,5,19.0,2019
2019610,M,IVOIRIENNE,E,PASSABLE,NON,8,19.0,2019
2019611,F,IVOIRIENNE,C,PASSABLE,NON,7,18.0,2019
2019612,F,IVOIRIENNE,D,BIEN,NON,11,20.0,2019
2019618,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
2019620,F,IVOIRIENNE,C,BIEN,NON,1,19.0,2019
2019627,M,IVOIRIENNE,C,PASSABLE,NON,3,17.0,2019
2019631,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2019
2019632,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
2019638,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,18.0,2019
2019641,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
2019645,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,2,20.0,2019
2019648,M,IVOIRIENNE,D,TRES BIEN,NON,3,20.0,2019
2019663,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
2019667,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,18,19.0,2019
2019669,M,IVOIRIENNE,C,PASSABLE,NON,13,20.0,2019
2019674,M,IVOIRIENNE,C,PASSABLE,OUI,8,21.0,2019
2019675,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019680,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
2019684,M,IVOIRIENNE,D,BIEN,NON,11,20.0,2019
2019685,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2019
2019688,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,22.0,2019
2019703,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019704,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,20.0,2019
2019719,F,IVOIRIENNE,D,BIEN,NON,4,19.0,2019
2019721,M,IVOIRIENNE,F4,PASSABLE,NON,10,25.0,2019
2019725,M,IVOIRIENNE,C,PASSABLE,NON,9,20.0,2019
2019731,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2019
2019734,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019740,M,IVOIRIENNE,C,PASSABLE,NON,13,19.0,2019
2019742,M,IVOIRIENNE,D,BIEN,NON,1,23.0,2019
2019759,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
2019761,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,2,22.0,2019
2019766,M,IVOIRIENNE,B,PASSABLE,NON,4,19.0,2019
2019768,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,17.0,2019
2019782,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
2019789,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,21.0,2019
2019795,M,IVOIRIENNE,E,PASSABLE,NON,11,19.0,2019
2019808,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,20.0,2019
2019813,F,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
2019816,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,19.0,2019
2019818,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019822,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,19.0,2019
2019827,M,BURKINABE,C,ASSEZ-BIEN,NON,8,24.0,2019
2019831,M,IVOIRIENNE,F1,ASSEZ-BIEN,OUI,5,22.0,2019
2019832,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,18.0,2019
2019836,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019837,F,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
2019843,M,IVOIRIENNE,F1,PASSABLE,OUI,2,21.0,2019
2019844,M,IVOIRIENNE,G2,BIEN,NON,3,20.0,2019
2019868,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019869,F,IVOIRIENNE,D,BIEN,OUI,4,20.0,2019
2019874,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,19.0,2019
2019875,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2019
2019884,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
2019890,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,7,19.0,2019
2019898,M,IVOIRIENNE,C,PASSABLE,NON,10,18.0,2019
2019899,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,20.0,2019
2019901,F,IVOIRIENNE,C,PASSABLE,NON,1,18.0,2019
2019909,M,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2019
2019918,M,IVOIRIENNE,F2,BIEN,NON,1,21.0,2019
2019924,F,IVOIRIENNE,S,PASSABLE,NON,7,19.0,2019
2019925,F,IVOIRIENNE,D,BIEN,OUI,1,20.0,2019
2019926,M,IVOIRIENNE,C,PASSABLE,NON,1,18.0,2019
2019927,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,19.0,2019
2019928,M,IVOIRIENNE,F2,BIEN,NON,3,19.0,2019
2019931,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
2019935,F,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
2019953,M,IVOIRIENNE,C,PASSABLE,NON,13,18.0,2019
2019956,M,IVOIRIENNE,F1,PASSABLE,NON,13,23.0,2019
2019965,M,IVOIRIENNE,C,PASSABLE,NON,1,15.0,2019
2019968,M,IVOIRIENNE,F4,BIEN,NON,1,20.0,2019
2019974,F,IVOIRIENNE,D,BIEN,NON,1,21.0,2019
2019976,M,IVOIRIENNE,F7,PASSABLE,NON,18,20.0,2019
2019978,M,IVOIRIENNE,BT ELECTRONIQUE,ASSEZ-BIEN,NON,1,21.0,2019
2019982,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,8,21.0,2019
2019988,F,IVOIRIENNE,D,BIEN,NON,2,19.0,2019
2019994,M,IVOIRIENNE,F7,BIEN,NON,1,19.0,2019
2019995,M,IVOIRIENNE,F3,BIEN,NON,1,23.0,2019
2019997,F,IVOIRIENNE,F3,PASSABLE,NON,11,20.0,2019
20191001,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,1,18.0,2019
